"","model","type","netCombo","baseline","CONS.s1","CONS.s2","CONS.s3","CONS.s4","CONS.ASOC.parents.solves_Mill_2","CONS.ASOC.scrounges_Mill_2","CONS.SOCIAL.parents.solves_Mill_2","CONS.SOCIAL.scrounges_Mill_2","OFFs1","OFFs2","OFFs3","OFFs4","OFFASOC.parents.solves_Mill_2","OFFASOC.scrounges_Mill_2","OFFSOCIAL.parents.solves_Mill_2","OFFSOCIAL.scrounges_Mill_2","convergence","loglik","Baseline.parameter1","Baseline.parameter2","s1","s2","s3","s4","ASOCIALparents.solves_Mill_2","ASOCIALscrounges_Mill_2","SOCIALparents.solves_Mill_2","SOCIALscrounges_Mill_2","SE.Baseline.parameter1","SE.Baseline.parameter2","SEs1","SEs2","SEs3","SEs4","SEasocialparents.solves_Mill_2","SEasocialscrounges_Mill_2","SEsocialparents.solves_Mill_2","SEsocialscrounges_Mill_2","aic","aicc","deltaAICc","RelSupport","AkaikeWeight"
"2",2,"unconstrained","0:1:2:3","weibull",0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,FALSE,213.451745313851,61.966698060037,0.00661425685003994,0,1.41837455985327,783.932055116707,8.26275575889228,0.0528424204306134,-1.3072341800168,-0.00164716359728694,-0.8279928715455,1215.24075765222,NA,0,NA,NA,NA,NA,1.08044460616782,0.0113937357347318,0.724294288467533,444.903490627702,449.293734530141,18.1781137935156,0.000112894489491224,2.43019297214364e-05
"19",19,"unconstrained","1:0:2:3","weibull",1,0,2,3,0,4,5,6,0,0,0,0,0,0,0,0,TRUE,215.230212259971,36.141046386117,0.0114114546150635,7.37986575884098,0,471.50390988572,10.0591935810311,0,-4.05941299741434,-0.015061608026012,-0.935621874187223,NA,NA,10.9146995767689,0,689.986378426918,15.4331451246061,0,3.4735665560395,0.0138932250925469,0.965236095883327,446.460424519942,449.888995948514,18.7733752118884,8.38326837237911e-05,1.80460179889768e-05
"68",68,"socialEffectsOnly","1:0:2:3","weibull",1,0,2,3,0,0,4,5,0,0,0,0,0,0,0,0,TRUE,216.856603863386,15.2587065487021,0.0251160947786217,3.40209364709225,0,196.326303084046,4.7545572048436,0,0,-0.0171107082257667,-1.16115526891426,NA,NA,2.97147803093289,0,158.788998814328,4.0948113682436,0,0,0.0138532938239474,0.939739710936788,447.713207726771,450.317858889562,19.2022381529367,6.76529852492383e-05,1.4563138558682e-05
"21",21,"unconstrained","1:0:2:3","weibull",1,0,2,3,4,5,0,6,0,0,0,0,0,0,0,0,FALSE,215.654009813735,28.5374249013431,0.0109927657633965,5.16477621771003,0,391.827156509091,8.94622561221203,0.0276980674420722,-4.29825338764539,0,-0.963835002824251,NA,0.0125065222432693,6.86948548056672,0,529.805572109802,11.8660774025243,0.0365935677271042,3.14958002011202,0,1.03143516199842,447.308019627469,450.736591056041,19.6209703194152,5.48732180654496e-05,1.18121362258277e-05
"147",147,"additive","1:0:2:3","weibull",1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,218.547057148673,34.0766350346754,0.0300236644324507,2.36620509460338,0,212.682368972262,4.49885504115361,0.0205710560565045,0,0,0,NA,NA,1.8221716420699,0,139.017482388645,3.70608294538947,0.0356165831889454,0,0,0,449.094114297346,451.003205206437,19.8875844698113,4.80248374070271e-05,1.03379379171533e-05
"206",206,"additive","1:0:2:0","weibull",1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,TRUE,219.868053780611,40.7679790278188,0.0285472990113463,2.74765405714937,0,226.043574578871,0,0,-3.9638406829537,0,0,1030.35939226697,0.0316815311040809,2.44216160210746,0,183.396284030042,0,0,2.03045158785409,0,0,449.736107561222,451.069440894555,19.9538201579301,4.64604066037611e-05,1.00011749129857e-05
"72",72,"unconstrained","1:0:2:3","weibull",1,0,2,3,4,0,5,0,0,0,0,0,0,0,0,0,TRUE,217.420024290412,37.1091789240416,0.0247483299929557,4.67965680938136,0,340.121559770619,6.20686856764774,0.0298545100190944,0,-0.020172718260974,0,NA,NA,4.37506728223203,0,267.194068441228,5.59943021361619,0.0349532196878074,0,0.0138668370347021,0,448.840048580825,451.444699743615,20.3290790069899,3.85120451911091e-05,8.29019219521667e-06
"71",71,"unconstrained","1:0:2:3","weibull",1,0,2,3,4,0,0,5,0,0,0,0,0,0,0,0,TRUE,217.490969779396,26.5371539650082,0.0258367369134947,2.12976053626679,0,142.042783465558,4.14674824754289,0.0240203271160233,0,0,-1.31951469134702,NA,NA,1.75609431545579,0,110.821487626926,3.53806441776398,0.0364988615637328,0,0,0.966860305457058,448.981939558792,451.586590721582,20.470969984957,3.58744579832848e-05,7.72241905369688e-06
"20",20,"unconstrained","1:0:2:3","weibull",1,0,2,3,4,0,5,6,0,0,0,0,0,0,0,0,FALSE,216.539826994694,30.5443607191029,0.0219668363008482,4.29379232918188,0,226.291269930991,5.30001552489736,0.0323570515455198,0,-0.0199368217985408,-1.23834937026626,426.88637085866,0.0222845038277503,5.33080406156269,0,242.413061895148,5.78572442713361,0.0385374980131059,0,0.0150063953509585,0.95713309554616,449.079653989388,452.50822541796,21.3926046813343,2.26284557283502e-05,4.87105387776921e-06
"140",140,"unconstrained","1:0:2:0","weibull",1,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,TRUE,219.536541131229,48.0037251582384,0.0277301267368685,3.7016822859302,0,276.497273106546,0,0,-3.99098199685207,-0.0117169985004372,0,1127.45557254674,0.029798994493151,3.52139900177283,0,234.890159375065,0,0,2.05697172442287,0.0145322587179449,0,451.073082262458,452.982173171549,21.8665524349234,1.78541208317349e-05,3.84331947153704e-06
"143",143,"additive","1:0:2:0","weibull",1,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,TRUE,219.706051806032,33.1661012653271,0.0257207295858269,2.87760554182512,0,248.066226147226,0,0.0153185175623706,-4.20704828581978,0,0,979.880579034975,0.0296550758574083,2.6446304707658,0,209.144125684833,0,0.0251765630415633,2.10276577610271,0,0,451.412103612064,453.321194521155,22.2055737845299,1.50702660339765e-05,3.24406042926938e-06
"139",139,"unconstrained","1:0:2:0","weibull",1,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,TRUE,219.77206979659,44.4830726890804,0.0284145236824647,2.93279772785351,0,291.45368072715,0,0,-4.05443622059371,0,0.60463596927971,1175.8227131537,0.0322142102112081,2.65305248084104,0,287.523023111465,0,0,2.04024531115749,0,1.36281383154304,451.54413959318,453.453230502271,22.3376097656459,1.41074873636378e-05,3.03681045905992e-06
"67",67,"unconstrained","1:0:2:0","weibull",1,0,2,0,3,4,5,0,0,0,0,0,0,0,0,0,TRUE,219.367754202444,40.4315718651014,0.0247014716587509,3.95532916278693,0,307.994516621741,0,0.0160636900350528,-4.26497829898915,-0.0120328743205303,0,1110.21865615533,0.0275710216251054,3.91595810135462,0,274.172559256838,0,0.0258019959635838,2.14439602557491,0.0148035989184815,0,452.735508404888,455.340159567678,24.2245388310529,5.49171801792949e-06,1.18215996124455e-06
"64",64,"unconstrained","1:0:2:0","weibull",1,0,2,0,0,3,4,5,0,0,0,0,0,0,0,0,TRUE,219.452084697432,56.5116613174317,0.0276577493883526,3.94438788559439,0,347.510303225477,0,0,-4.07456079727394,-0.0115332734741662,0.548530514984514,1366.09874004356,0.0302045031675592,3.82005962166692,0,349.642307683198,0,0,2.06798308227817,0.014557605134818,1.31990617514962,452.904169394863,455.508820557654,24.3931998210283,5.04758871687764e-06,1.08655565752668e-06
"66",66,"unconstrained","1:0:2:0","weibull",1,0,2,0,3,4,0,5,0,0,0,0,0,0,0,0,TRUE,219.51486328834,32.6066877961901,0.0245254429800944,3.14746659912237,0,381.385074795017,0,0.0197529110876822,-4.44680689398573,0,0.945549827865247,1126.1803832395,0.0299183578191837,2.99258118845376,0,415.799632642434,0,0.0251718844080672,2.14476319928074,0,1.53987232236833,453.029726576681,455.634377739472,24.5187570028461,4.74044994610848e-06,1.02044025317348e-06
"22",22,"unconstrained","1:0:2:3","weibull",1,0,2,3,4,5,6,0,0,0,0,0,0,0,0,0,FALSE,218.133604172836,859.131072931061,0.000515538345255081,131.748962563682,0,20376.4135685206,189.799299653877,0.0560456966925266,-11.7586394856201,-0.0190183556839557,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,452.267208345672,455.695779774244,24.5801590376185,4.59712468304614e-06,9.89587724534177e-07
"100",100,"unconstrained","0:0:1:0","weibull",0,0,1,0,2,3,0,4,0,0,0,0,0,0,0,0,TRUE,221.366426562758,40.7229704437124,0.0483502631721968,0,0,710.776281151703,0,0.0339705947219831,-3.47355742106089,0,4.44084460698344,NA,NA,0,0,483.23112039459,0,0.0146106259041902,1.31196969160607,0,1.2276859112711,454.732853125516,456.641944034607,25.5263232979815,2.86437136995766e-06,6.16591226396544e-07
"235",235,"noILVs","1:0:2:0","weibull",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,223.96244244303,1207.26721770776,0.491102344718879,1.16303332613554,0,81.276527029054,0,0,0,0,0,1951.05837379887,0.428297568612041,0.572128081636215,0,30.5700055098192,0,0,0,0,0,455.92488488606,456.794450103452,25.6788293668262,2.6540741501895e-06,5.71322158982794e-07
"107",107,"additive","0:0:1:2","weibull",0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,TRUE,221.942207314154,26.9472679355818,0.0378694958576939,0,0,176.970789400431,3.21565032074231,0.0387741023418558,-2.70788909485748,0,0,NA,NA,0,0,107.299036454348,2.5182541115731,0.0183500780369921,1.48655617034863,0,0,455.884414628307,457.793505537398,26.6778848007729,1.61053779531723e-06,3.4668810224399e-07
"177",177,"additive","0:0:1:2","weibull",0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,223.598850152959,2.19173263969758e-06,0.031156804967087,0,0,132.598200644024,2.76441696991261,0,-2.04285088117466,0,0,NA,NA,0,0,NA,NA,0,NA,0,0,457.197700305918,458.531033639251,27.4154129026259,1.11382953221698e-06,2.39765529173164e-07
"170",170,"unconstrained","0:0:1:0","weibull",0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,TRUE,223.687110779893,43.2151291580745,0.0697133654290195,0,0,501.262907550844,0,0,-2.87570084875377,0,4.34899993056142,1589.34411955897,0.189714086757122,0,0,314.808638154488,0,0,1.18340328572155,0,1.22023606705998,457.374221559786,458.70755489312,27.5919341564942,1.01973570371678e-06,2.19510673353911e-07
"39",39,"unconstrained","0:0:1:0","weibull",0,0,1,0,2,3,4,5,0,0,0,0,0,0,0,0,TRUE,221.152372015584,60.3782888277486,0.0494474162339805,0,0,662.196098224462,0,0.0336360713041834,-3.47042678939287,0.00998534409723879,4.71965115346396,NA,NA,0,0,458.890447132832,0,0.0146028095700661,1.3094440943148,0.0151386797125921,1.32684134285353,456.304744031168,458.909395193958,27.7937744573328,9.21846393511939e-07,1.98438793337457e-07
"204",204,"socialEffectsOnly","1:0:2:0","weibull",1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,223.957269561655,1197.06901085982,0.495424297799054,1.1462785522984,0,77.3574703961838,0,0,0,0,-0.127977610032247,1932.13216379825,0.431105266664196,0.588185370938889,0,47.7837632314064,0,0,0,0,1.26302497308911,457.91453912331,459.247872456643,28.1322517200179,7.78321732752618e-07,1.67543341887304e-07
"207",207,"additive","1:0:2:0","weibull",1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,224.158109111589,4026.09694607607,0.240218204710741,1.18931109420251,0,86.5041811406568,0,0.00107400711057704,0,0,0,14507.0796071714,0.42412297059868,0.853548961939059,0,54.3453120907461,0,0.026607697179828,0,0,0,458.316218223177,459.649551556511,28.5339308198853,6.36701171516855e-07,1.37057771318074e-07
"42",42,"unconstrained","0:0:1:2","weibull",0,0,1,2,3,4,0,5,0,0,0,0,0,0,0,0,TRUE,221.751150304048,27.0430890332433,0.037715489335328,0,0,132.237045157798,3.21238886341579,0.0386130110182903,-2.48262270985065,0,-0.738057386778097,NA,NA,0,0,102.246565658685,2.39253397659085,0.0191002496626322,1.51571285934522,0,1.17901405766255,457.502300608096,460.106951770887,28.9913310342615,5.06538493500941e-07,1.09038651272869e-07
"103",103,"unconstrained","0:0:1:2","weibull",0,0,1,2,0,3,0,4,0,0,0,0,0,0,0,0,FALSE,223.233956898563,8.20750997634952e-05,0.0328334249088706,0,0,95.497484978987,2.75953798461583,0,-1.86379100199909,0,-0.915590479343687,0.00115309179993704,0.0160797432072478,0,0,67.212702968327,1.93697844716139,0,1.34839589312982,0,1.07739472343861,458.467913797127,460.377004706218,29.2613839695924,4.42559027994958e-07,9.52662830966319e-08
"43",43,"unconstrained","0:0:1:2","weibull",0,0,1,2,3,4,5,0,0,0,0,0,0,0,0,0,TRUE,221.891546133443,34.219873098703,0.0376630039221146,0,0,192.340196333354,3.40829459706583,0.0397265436898564,-2.7240746036776,-0.00441923837780471,0,NA,NA,0,0,126.691085975887,2.7242767345464,0.0184846266840692,1.49060857972097,0.0138604621178117,0,457.783092266886,460.387743429676,29.272122693051,4.40189136582884e-07,9.47561347731557e-08
"138",138,"socialEffectsOnly","1:0:2:0","weibull",1,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,TRUE,223.269725930079,911.78433862255,0.60386308736303,1.79067956644013,0,104.23044945828,0,0,0,-0.0170557753197951,-0.101377143940609,1281.05907359835,0.445001846569257,1.11243408800759,0,66.7888214136233,0,0,0,0.0147107502316631,1.19047685712677,458.539451860157,460.448542769248,29.3329220326227,4.2700888485498e-07,9.19189232082167e-08
"142",142,"unconstrained","1:0:2:0","weibull",1,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,FALSE,223.27198652152,909.553125934343,0.602672394229105,1.81615684508156,0,108.29249609369,0,-0.00137872552784255,0,-0.0170694379405503,0,1325.21750263541,0.457534342319321,1.08301633393774,0,47.7366729687087,0,0.0262884650420847,0,0.0146997629965015,0,458.543973043041,460.453063952132,29.3374432155064,4.26044682468736e-07,9.17113667656185e-08
"223",223,"noILVs","0:0:1:2","weibull",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,225.81609939172,4.98812018462482e-05,0.0397737929945514,0,0,102.977769434643,2.60218609747737,0,0,0,0,0.000514905569175224,0.0145265903547211,0,0,43.7040197296056,1.50583264550935,0,0,0,0,459.632198783441,460.501764000832,29.3861432642066,4.15795771094003e-07,8.95051623257699e-08
"178",178,"additive","0:0:1:2","weibull",0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,224.706965766581,0.00116199505856542,0.038468132268894,0,0,120.67588253732,2.97813842362457,0.0342854370109388,0,0,0,NA,NA,0,0,55.8233369186953,1.84881899311732,0.0198144944322247,0,0,0,459.413931533162,460.747264866495,29.63164412987,3.67764862008164e-07,7.91659174049495e-08
"98",98,"unconstrained","0:0:1:0","weibull",0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,TRUE,223.434649988245,53.6848594223956,0.070623819807349,0,0,466.592386138935,0,0,-2.88594896444465,0.0105753038132131,4.64756048204347,NA,NA,0,0,296.057075517982,0,0,1.17875673827232,0.0147045910245868,1.30983669268869,458.869299976489,460.77839088558,29.6627701489548,3.62085641461716e-07,7.79433952144129e-08
"104",104,"unconstrained","0:0:1:2","weibull",0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,FALSE,223.638710338306,2.06332386298978,0.0463800214733774,0,0,130.175080457977,2.63282760835042,0,-2.07301627478469,0.000513642710613236,0,NA,NA,0,0,72.7289137776499,1.85234881169751,0,1.30693076189971,0.0130636620223636,0,459.277420676613,461.186511585704,30.0708908490782,2.95249396902245e-07,6.35560701514366e-08
"175",175,"socialEffectsOnly","0:0:1:2","weibull",0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,FALSE,225.069794932437,0.0078320379915155,0.0438471164140119,0,0,68.6267568937059,2.37277111757352,0,0,0,-1.15360455836046,NA,NA,0,0,38.9919155101568,1.36487042864357,0,0,0,1.00194762421372,460.139589864874,461.472923198207,30.3573024615816,2.5585595393019e-07,5.50761462250636e-08
"141",141,"unconstrained","1:0:2:0","weibull",1,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,FALSE,223.996134548991,1703.35073892671,0.40512093090401,1.14296039930544,0,73.0433016517007,0,0.00172295961338748,0,0,-0.207540428292375,6938.62627689992,0.8529638796279,0.614282650685006,0,46.2436446745978,0,0.0256768247781405,0,0,1.20854134624372,459.992269097983,461.901360007074,30.7857392704482,2.06519781442246e-07,4.44559272761139e-08
"105",105,"unconstrained","0:0:1:2","weibull",0,0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,FALSE,224.037170221352,1.48334234595072,0.0489154236241329,0,0,75.3293131868099,2.39921352036038,0.0333214379501067,0,0,-1.1760171729082,NA,NA,0,0,45.5019587242684,1.41195227492143,0.0199120102595012,0,0,1.07336925256278,460.074340442704,461.983431351795,30.8678106151692,1.98216631157479e-07,4.26685718826285e-08
"174",174,"additive","0:0:1:0","weibull",0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,TRUE,225.452063866086,29.4465616983492,0.0515951580835485,0,0,131.836631862667,0,0.0330665597880045,-3.26720406011155,0,0,1277.02587421298,0.120331442903613,0,0,71.6033269721163,0,0.014511323645053,1.27923573567846,0,0,460.904127732172,462.237461065505,31.12184032888,1.74573467897128e-07,3.75790897074141e-08
